id,nhogar,miembro,comuna,dominio,edad,sexo,parentes_2,p5_2,p6_a,p6_b,estado,categori,t13,t14,t18,t28,t29,t29a,t30,sem_hs,t33,t34,t35,t37_cod_2,t37_coda_2,t38,t39,t40,t41_cod_2,t47,t48,t51_bis,i1,i4,i6_3,i10,i11,codioph,ioph_2,codioph_neto,ioph_neto_2,codios,ios_2,codioa,ioa_2,codlab,inglab_2,codi3_1x,i3_1x_2,codi3_2x,i3_2x_2,codi3_8x,i3_8x_2,codi3_est,i3_est_2,codi3_otr,i3_otr_2,codnolab,ingnolab_2,coding,ingtot_2,codi_tot,itfb_2,ipcfb_2,e2,e4,e6,e8,e12,e13,e14,edad_30,nivel,aesc,m1,m1_2,m2_anio,m3_anio,tipcob2_2,sn1_1,sn1_7,sn1_2,sn1_3,sn1_4,sn1_5,s8,sn14,sn16,s28,s29,fexp,sexotexto
2225,1,2,4,resto ciudad,45,mujer,2,1,0,0,ocupado,3,0,0,0,0,0,0,2,43,2,0,2,8401,6,1,2,4,43331,0,0,1,1,0,2,0,0,1,23000,1,23000,1,20000,2,0,1,43000,2,0,2,0,2,0,2,0,2,0,2,0,1,43000,1,68000,17000,2,0,0,0,Universitario,1,0,44,7,17,1,1,0,1,2,1,2,2,2,2,2,2,0,Muy bueno,1,2,127,mujer
2225,1,3,4,resto ciudad,14,varon,3,6,1,2,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,68000,17000,1,2,7,1,No corresponde,0,0,13,4,7,1,1,0,1,2,1,2,2,2,2,2,2,0,Excelente,0,0,127,varon
2225,1,4,4,resto ciudad,16,varon,3,6,1,2,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,68000,17000,1,2,7,3,No corresponde,0,0,15,4,9,1,1,0,1,2,1,2,2,2,2,2,2,0,Excelente,0,0,127,varon
2226,1,1,14,resto ciudad,44,varon,1,2,0,0,ocupado,3,0,0,0,0,0,0,1,42,2,0,1,6400,5,2,2,4,11331,0,0,1,1,0,2,0,0,9,20000,9,20000,0,0,9,1000,9,21000,2,0,2,0,2,0,2,0,2,0,2,0,9,21000,9,71000,23667,2,0,0,0,Universitario,1,0,43,7,17,6,6,0,1996,2,1,2,2,2,2,2,2,0,Excelente,0,0,481,varon
2226,1,2,14,resto ciudad,45,mujer,2,2,0,0,ocupado,3,0,0,0,0,0,0,1,40,2,0,2,6400,5,2,2,4,20202,0,0,1,1,0,2,0,0,1,50000,1,50000,0,0,2,0,1,50000,2,0,2,0,2,0,2,0,2,0,2,0,1,50000,9,71000,23667,2,0,0,0,Universitario,1,0,44,7,17,2,2,0,1994,2,1,2,2,2,2,2,2,0,Excelente,1,1,481,mujer
2226,1,3,14,resto ciudad,6,varon,3,0,1,2,inactivo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,71000,23667,1,2,3,1,No corresponde,0,0,6,2,0,1,1,0,1,2,1,2,2,2,2,2,2,0,Excelente,0,0,481,varon
2227,1,1,5,resto ciudad,44,mujer,1,6,0,0,ocupado,3,0,0,0,0,0,0,1,35,2,0,2,6100,5,2,2,4,90332,0,0,1,1,0,2,0,0,1,23000,1,23000,0,0,2,0,1,23000,2,0,2,0,2,0,2,0,2,0,2,0,1,23000,1,23000,23000,2,0,0,0,Universitario,1,0,44,7,17,6,6,0,2006,3,2,1,2,2,2,2,2,0,Muy bueno,2,0,296,mujer
2228,1,1,7,resto ciudad,44,mujer,1,2,0,0,ocupado,3,0,0,0,0,0,0,1,25,2,0,2,8600,7,2,2,4,40312,0,0,1,1,0,2,0,0,1,26000,1,26000,0,0,2,0,1,26000,2,0,2,0,2,0,2,0,2,0,2,0,1,26000,1,43000,10750,2,0,0,0,Universitario,1,0,44,7,17,3,3,0,1992,5,1,1,2,2,2,2,2,0,Muy bueno,1,2,290,mujer
2228,1,2,7,resto ciudad,44,varon,2,2,0,0,ocupado,3,0,0,0,0,0,0,1,40,2,0,2,8600,7,2,2,4,10202,0,0,1,1,0,2,0,0,1,17000,1,17000,0,0,2,0,1,17000,2,0,2,0,2,0,2,0,2,0,2,0,1,17000,1,43000,10750,2,0,0,0,Universitario,1,0,44,7,17,3,3,0,1992,5,1,1,2,2,2,2,2,0,Muy bueno,0,0,290,varon
2228,1,3,7,resto ciudad,17,mujer,3,6,2,1,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,43000,10750,1,2,7,5,No corresponde,0,0,17,4,11,1,1,0,1,5,1,1,2,2,2,2,2,0,Muy bueno,2,0,290,mujer
2228,1,4,7,resto ciudad,15,mujer,3,6,2,1,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,43000,10750,1,2,7,3,No corresponde,0,0,15,4,9,1,1,0,1,5,1,1,2,2,2,2,2,0,Muy bueno,2,0,290,mujer
2229,1,1,6,resto ciudad,44,mujer,1,2,0,0,ocupado,3,0,0,0,0,0,0,1,40,2,0,2,6400,5,2,2,4,20332,0,0,1,1,0,2,0,0,1,32000,1,32000,0,0,2,0,1,32000,2,0,2,0,2,0,2,0,2,0,2,0,1,32000,1,72000,24000,2,0,0,0,Universitario,2,1,44,6,13,2,2,0,1990,3,2,1,2,2,2,2,2,0,Bueno,1,1,165,mujer
2229,1,2,6,resto ciudad,41,varon,2,2,0,0,ocupado,3,0,0,0,0,0,0,1,40,2,0,2,6100,5,2,2,4,20332,0,0,1,1,0,2,0,0,1,40000,1,40000,0,0,2,0,1,40000,2,0,2,0,2,0,2,0,2,0,2,0,1,40000,1,72000,24000,2,0,0,0,Postgrado,1,0,41,7,19,1,1,0,2002,3,2,1,2,2,2,2,2,0,Bueno,0,0,165,varon
2229,1,3,6,resto ciudad,12,varon,3,0,2,1,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,72000,24000,1,3,3,7,No corresponde,0,0,12,2,6,1,1,0,1,3,2,1,2,2,2,2,2,0,Bueno,0,0,165,varon
2230,1,1,15,resto ciudad,44,varon,1,2,0,0,ocupado,3,0,0,0,0,0,0,1,45,2,0,2,1009,1,2,3,4,81331,0,0,1,1,0,2,0,0,9,18000,9,18000,0,0,2,0,9,18000,2,0,2,0,2,0,2,0,2,0,2,0,9,18000,9,18000,4500,2,0,0,0,Universitario,1,0,44,7,17,5,5,1994,1994,3,2,1,2,2,2,2,2,0,Muy bueno,0,0,112,varon
2230,1,2,15,resto ciudad,39,mujer,2,2,0,0,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,9,18000,4500,2,0,0,0,Terciario/ superior no universitario,1,0,38,7,15,1,1,0,1,3,2,1,2,2,2,2,2,0,Muy bueno,1,2,112,mujer
2230,1,3,15,resto ciudad,13,mujer,3,0,1,2,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,9,18000,4500,1,3,7,1,No corresponde,0,0,13,4,7,1,1,0,1,3,2,1,2,2,2,2,2,0,Muy bueno,0,0,112,mujer
2230,1,4,15,resto ciudad,11,varon,3,0,1,2,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,9,18000,4500,1,3,3,5,No corresponde,0,0,10,2,4,1,1,0,1,3,2,1,2,2,2,2,2,0,Muy bueno,0,0,112,varon
2231,1,1,13,resto ciudad,44,varon,1,1,0,0,ocupado,3,0,0,0,0,0,0,1,40,2,0,2,6900,5,2,2,4,20331,0,0,1,1,0,2,0,0,9,18000,9,18000,0,0,2,0,9,18000,2,0,2,0,2,0,2,0,2,0,2,0,9,18000,9,38000,19000,2,0,0,0,Universitario,1,0,44,7,17,1,1,0,1,3,2,1,2,2,2,2,2,0,Bueno,0,0,363,varon
2231,1,2,13,resto ciudad,43,mujer,2,1,0,0,ocupado,3,0,0,0,0,0,0,1,40,2,0,2,6900,5,2,2,4,20331,0,0,1,1,0,2,0,0,9,20000,9,20000,0,0,2,0,9,20000,2,0,2,0,2,0,2,0,2,0,2,0,9,20000,9,38000,19000,2,0,0,0,Universitario,1,0,43,7,17,3,3,0,1998,3,2,1,2,2,2,2,2,0,Muy bueno,2,0,363,mujer
2232,1,1,14,resto ciudad,44,varon,1,6,0,0,ocupado,3,0,0,0,0,0,0,1,40,2,0,2,5100,4,2,3,4,10333,0,0,1,1,0,2,0,0,1,21000,1,21000,0,0,2,0,1,21000,2,0,2,0,2,0,2,0,2,0,2,0,1,21000,1,21000,21000,2,0,0,0,Universitario,1,0,43,7,17,4,4,2006,2006,3,2,1,2,2,2,2,2,0,Bueno,0,0,656,varon
2233,1,1,2,resto ciudad,44,varon,1,5,0,0,ocupado,3,0,0,0,0,0,0,1,35,2,0,1,8600,7,2,2,4,40312,0,0,1,1,0,2,0,0,1,15000,1,15000,0,0,2,0,1,15000,2,0,2,0,2,0,2,0,2,0,2,0,1,15000,1,15000,15000,2,0,0,0,Universitario,1,0,43,7,17,3,3,0,1991,3,2,1,2,2,2,2,2,0,Bueno,0,0,151,varon
2234,1,1,1,resto ciudad,44,mujer,1,1,0,0,ocupado,3,0,0,0,0,0,0,1,35,2,0,2,8401,6,1,2,3,10333,0,0,1,1,0,2,0,0,1,16000,1,16000,0,0,2,0,1,16000,2,0,2,0,2,0,2,0,2,0,2,0,1,16000,1,38000,19000,2,0,0,0,Universitario,1,0,44,7,17,3,3,0,1992,2,1,2,2,2,2,2,1,1,Muy bueno,2,0,204,mujer
2234,1,2,1,resto ciudad,41,varon,2,1,0,0,ocupado,3,0,0,0,0,0,0,1,40,2,0,2,8401,6,1,2,4,43332,0,0,1,1,0,2,0,0,1,22000,1,22000,0,0,2,0,1,22000,2,0,2,0,2,0,2,0,2,0,2,0,1,22000,1,38000,19000,2,0,0,0,Secundario/ medio común,1,0,41,5,12,2,2,0,2007,2,1,2,2,2,2,2,2,0,Muy bueno,0,0,204,varon
2235,1,1,4,resto ciudad,44,varon,1,2,0,0,ocupado,3,0,0,0,0,0,0,1,58,2,0,2,8600,7,1,3,6,40331,0,0,1,1,0,2,0,0,1,25000,1,25000,0,0,2,0,1,25000,2,0,2,0,2,0,2,0,2,0,2,0,1,25000,1,25000,8333,2,0,0,0,Universitario,1,0,44,7,17,3,3,0,2004,3,2,1,2,2,2,2,2,0,Muy bueno,0,0,144,varon
2235,1,2,4,resto ciudad,39,mujer,2,2,0,0,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,25000,8333,2,0,0,0,Universitario,1,0,38,7,17,1,1,0,1,3,2,1,2,2,2,2,2,0,Muy bueno,1,1,144,mujer
2235,1,3,4,resto ciudad,4,varon,3,0,1,2,inactivo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25000,8333,1,2,17,0,No corresponde,0,0,3,1,0,1,1,0,1,3,2,1,2,2,2,2,2,0,Muy bueno,0,0,144,varon
2236,1,1,15,resto ciudad,44,varon,1,2,0,0,ocupado,2,0,0,0,0,0,0,1,20,2,0,2,7000,5,2,1,1,10132,2,0,0,0,0,0,2,0,1,10000,1,10000,0,0,2,0,1,10000,2,0,2,0,2,0,2,0,2,0,2,0,1,10000,1,30000,10000,2,0,0,0,Universitario,1,0,44,7,17,2,2,0,1998,3,2,1,2,2,2,2,2,0,Muy bueno,0,0,142,varon
2236,1,2,15,resto ciudad,41,mujer,2,2,0,0,ocupado,3,0,0,0,0,0,0,2,34,2,0,2,8600,7,2,2,3,40311,0,0,2,1,0,2,0,0,1,15000,1,15000,1,5000,2,0,1,20000,2,0,2,0,2,0,2,0,2,0,2,0,1,20000,1,30000,10000,2,0,0,0,Universitario,1,0,41,7,17,2,2,0,1995,3,2,1,2,2,2,2,2,0,Muy bueno,1,1,142,mujer
2236,1,3,15,resto ciudad,11,mujer,3,0,1,2,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,30000,10000,1,2,3,6,No corresponde,0,0,11,2,5,1,1,0,1,3,2,1,2,2,2,2,2,0,Muy bueno,0,0,142,mujer
2237,1,1,15,resto ciudad,44,varon,1,2,0,0,ocupado,2,0,0,0,0,0,0,1,40,2,0,2,7400,5,2,1,1,80132,2,0,0,0,0,0,2,0,1,25000,1,25000,0,0,2,0,1,25000,2,0,2,0,2,0,2,0,2,0,2,0,1,25000,1,45000,11250,2,0,0,0,Universitario,2,2,43,6,14,1,1,0,1,4,2,2,2,1,2,2,2,0,Excelente,0,0,177,varon
2237,1,2,15,resto ciudad,40,mujer,2,2,0,0,ocupado,3,0,0,0,0,0,0,1,45,2,0,2,8501,7,2,2,4,20332,0,0,1,1,0,2,0,0,1,20000,1,20000,0,0,2,0,1,20000,2,0,2,0,2,0,2,0,2,0,2,0,1,20000,1,45000,11250,2,0,0,0,Universitario,1,0,40,7,17,1,1,0,1,3,2,1,2,2,2,2,2,0,Excelente,1,2,177,mujer
2237,1,3,15,resto ciudad,12,mujer,3,0,1,2,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,45000,11250,1,1,3,7,No corresponde,0,0,12,2,6,1,1,0,1,3,2,1,2,2,2,2,2,0,Excelente,0,0,177,mujer
2237,1,4,15,resto ciudad,12,mujer,3,0,1,2,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,45000,11250,1,1,3,7,No corresponde,0,0,12,2,6,1,1,0,1,3,2,1,2,2,2,2,2,0,Excelente,0,0,177,mujer
2238,1,1,13,resto ciudad,44,varon,1,1,0,0,ocupado,3,0,0,0,0,0,0,1,45,2,0,2,4501,3,2,3,4,10332,0,0,1,1,0,2,0,0,1,28000,1,28000,0,0,2,0,1,28000,2,0,2,0,2,0,2,0,2,0,2,0,1,28000,1,32000,16000,2,0,0,0,Universitario,1,0,44,7,17,1,1,0,1,3,2,1,2,2,2,2,2,0,Muy bueno,0,0,182,varon
2238,1,2,13,resto ciudad,27,mujer,2,1,0,0,ocupado,3,0,0,0,0,0,0,1,30,2,0,2,9602,8,2,2,3,57313,0,0,1,1,0,2,0,0,1,4000,1,4000,0,0,2,0,1,4000,2,0,2,0,2,0,2,0,2,0,2,0,1,4000,1,32000,16000,2,0,0,0,Secundario/ medio común,2,2,27,4,9,6,6,0,2011,2,1,2,2,2,2,2,2,0,Muy bueno,2,0,182,mujer
2239,1,1,12,resto ciudad,44,varon,1,2,0,0,ocupado,3,0,0,0,0,0,0,1,50,2,0,2,7900,5,2,2,2,20332,0,0,1,1,0,2,0,0,9,15000,9,15000,0,0,2,0,9,15000,2,0,2,0,2,0,2,0,2,0,2,0,9,15000,9,15000,3750,2,0,0,0,Universitario,1,0,44,7,17,3,3,0,9999,3,2,1,2,2,2,2,2,0,Bueno,0,0,207,varon
2239,1,2,12,resto ciudad,44,mujer,2,2,0,0,inactivo,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,9,15000,3750,2,0,0,0,Universitario,1,0,44,7,17,1,1,0,1,3,2,1,2,2,2,2,2,0,Bueno,1,2,207,mujer
2239,1,3,12,resto ciudad,19,mujer,3,6,1,2,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,9,15000,3750,1,3,7,5,No corresponde,0,0,19,4,11,1,1,0,1,3,2,1,2,2,2,2,2,0,Excelente,2,0,207,mujer
2239,1,4,12,resto ciudad,14,varon,3,6,1,2,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,9,15000,3750,1,3,7,2,No corresponde,0,0,14,4,8,1,1,0,1,3,2,1,2,2,2,2,2,0,Excelente,0,0,207,varon
2240,1,1,13,resto ciudad,44,mujer,1,5,0,0,ocupado,3,0,0,0,0,0,0,1,35,1,1,2,8501,7,1,2,4,10333,0,0,1,1,0,2,0,0,1,21000,1,21000,0,0,2,0,1,21000,2,0,2,0,2,0,2,0,2,0,2,0,1,21000,1,21000,10500,2,0,0,0,Universitario,1,0,43,7,17,1,1,0,1,2,1,2,2,2,2,2,2,0,Muy bueno,1,1,478,mujer
2240,1,2,13,resto ciudad,5,mujer,3,0,95,1,inactivo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21000,10500,1,1,18,0,No corresponde,0,0,4,1,0,6,6,0,1,2,1,2,2,2,2,2,2,0,Excelente,0,0,478,mujer
2241,1,1,15,resto ciudad,44,varon,1,2,0,0,ocupado,3,0,0,0,0,0,0,2,40,2,0,2,8401,6,1,2,4,10202,0,0,1,1,0,2,0,0,1,35000,1,35000,1,6400,2,0,1,41400,2,0,1,6200,2,0,2,0,2,0,1,6200,1,47600,1,77600,19400,2,0,0,0,Universitario,1,0,44,7,17,3,3,0,1997,5,1,2,2,1,2,2,2,0,Excelente,0,0,620,varon
2241,1,2,15,resto ciudad,44,mujer,2,2,0,0,ocupado,1,0,0,0,0,0,0,1,35,2,0,2,4807,3,2,1,2,5002,2,0,0,0,0,0,2,0,1,30000,1,30000,0,0,2,0,1,30000,2,0,2,0,2,0,2,0,2,0,2,0,1,30000,1,77600,19400,2,0,0,0,Universitario,1,0,43,7,17,3,3,0,2000,4,2,2,2,1,2,2,2,0,Muy bueno,1,2,620,mujer
2241,1,3,15,resto ciudad,9,varon,3,0,1,2,inactivo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77600,19400,1,3,3,4,No corresponde,0,0,9,2,3,1,1,0,1,4,2,2,2,1,2,2,2,0,Muy bueno,0,0,620,varon
2241,1,4,15,resto ciudad,4,varon,3,0,1,2,inactivo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77600,19400,1,3,18,0,No corresponde,0,0,4,1,0,1,1,0,1,4,2,2,2,1,2,2,2,0,Muy bueno,0,0,620,varon
2242,1,1,1,resto ciudad,44,mujer,1,3,0,0,desocupado,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,6000,2,0,2,0,2,0,1,6000,1,6000,1,28900,7225,2,0,0,0,Universitario,2,3,43,6,15,3,3,0,2014,2,1,2,2,2,2,2,2,0,Muy bueno,1,2,121,mujer
2242,1,2,1,resto ciudad,20,varon,3,6,95,1,desocupado,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,28900,7225,1,3,13,3,No corresponde,0,0,20,6,14,3,3,0,2014,2,1,2,2,2,2,2,2,0,Muy bueno,0,0,121,varon
2242,1,3,1,resto ciudad,20,mujer,3,6,95,1,desocupado,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,1,900,1,900,1,900,1,28900,7225,1,1,13,3,No corresponde,0,0,20,6,14,3,3,0,2014,2,1,2,2,2,2,2,2,0,Bueno,2,0,121,mujer
2242,1,4,1,resto ciudad,75,mujer,6,4,0,0,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,12000,1,10000,2,0,2,0,2,0,1,22000,1,22000,1,28900,7225,2,0,0,0,Secundario/ medio común,1,0,74,5,12,3,3,0,2014,4,2,2,2,1,2,2,2,0,Bueno,1,3,121,mujer
2243,1,1,2,resto ciudad,44,varon,1,2,0,0,ocupado,3,0,0,0,0,0,0,1,55,2,0,2,8200,5,2,2,4,11331,0,0,1,1,0,2,0,0,9,25000,9,25000,0,0,2,0,9,25000,2,0,2,0,2,0,2,0,2,0,2,0,9,25000,9,30500,6100,2,0,0,0,Universitario,1,0,44,7,17,2,2,0,1995,3,2,1,2,2,2,2,2,0,Bueno,0,0,136,varon
2243,1,2,2,resto ciudad,47,mujer,2,2,0,0,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,9,30500,6100,2,0,0,0,Terciario/ superior no universitario,1,0,47,7,15,2,2,0,1995,3,2,1,2,2,2,2,2,0,Bueno,1,3,136,mujer
2243,1,3,2,resto ciudad,19,varon,3,6,1,2,ocupado,3,0,0,0,0,0,0,1,1,1,1,1,6800,5,2,5,6,30202,0,0,3,1,0,2,0,0,9,5500,9,5500,0,0,2,0,9,5500,2,0,2,0,2,0,2,0,2,0,2,0,9,5500,9,30500,6100,1,1,13,11,No corresponde,0,0,18,6,12,1,1,0,1,3,2,1,2,2,2,2,2,0,Muy bueno,0,0,136,varon
2243,1,4,2,resto ciudad,15,varon,3,6,1,2,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,9,30500,6100,1,2,7,3,No corresponde,0,0,15,4,9,1,1,0,1,3,2,1,2,2,2,2,1,2,Muy bueno,0,0,136,varon
2243,1,5,2,resto ciudad,13,varon,3,0,1,2,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,9,30500,6100,1,2,7,1,No corresponde,0,0,13,4,7,1,1,0,1,3,2,1,2,2,2,2,2,0,Muy bueno,0,0,136,varon
2244,1,1,14,resto ciudad,44,mujer,1,3,0,0,ocupado,3,0,0,0,0,0,0,1,40,1,1,1,8600,7,2,2,4,40312,0,0,1,1,0,2,0,0,9,22000,9,22000,0,0,2,0,9,22000,2,0,2,0,2,0,2,0,2,0,2,0,9,22000,9,22000,11000,2,0,0,0,Universitario,1,0,43,7,17,4,5,1996,1996,2,1,2,2,2,2,2,2,0,Bueno,1,1,348,mujer
2244,1,2,14,resto ciudad,23,varon,3,6,95,1,desocupado,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,9,22000,11000,2,0,0,0,Universitario,2,1,999,6,13,4,5,1996,1996,2,1,2,2,2,2,2,2,0,Bueno,0,0,348,varon
2245,1,1,5,resto ciudad,44,varon,1,5,0,0,ocupado,3,0,0,0,0,0,0,1,45,2,0,2,6100,5,2,2,4,92332,0,0,1,1,0,2,0,0,1,43000,1,43000,0,0,2,0,1,43000,2,0,2,0,2,0,2,0,2,0,2,0,1,43000,1,43000,43000,2,0,0,0,Universitario,2,5,44,6,16,1,1,0,2008,2,1,2,2,2,2,2,2,0,Muy bueno,0,0,304,varon
2246,1,1,14,resto ciudad,44,varon,1,1,0,0,ocupado,1,0,0,0,0,0,0,2,65,2,0,1,1501,1,2,3,4,7001,2,0,0,0,0,0,1,1,1,50000,1,50000,2,0,2,0,1,50000,2,0,1,2000,2,0,2,0,2,0,1,2000,1,52000,1,67000,33500,2,0,0,0,Universitario,2,3,43,6,15,3,3,0,2009,5,1,2,2,1,2,2,2,0,Muy bueno,0,0,153,varon
2246,1,2,14,resto ciudad,36,mujer,2,1,0,0,ocupado,1,0,0,0,0,0,0,1,45,2,0,2,7000,5,2,1,2,5002,2,0,0,0,0,0,2,0,1,15000,1,15000,0,0,2,0,1,15000,2,0,2,0,2,0,2,0,2,0,2,0,1,15000,1,67000,33500,2,0,0,0,Secundario/ medio común,1,0,36,5,12,6,6,0,2013,5,1,2,2,1,2,2,2,0,Muy bueno,2,0,153,mujer
2247,1,1,6,resto ciudad,44,varon,1,1,0,0,ocupado,3,0,0,0,0,0,0,1,45,2,0,2,6600,5,2,2,4,10333,0,0,1,1,0,2,0,0,9,28000,9,28000,0,0,2,0,9,28000,2,0,2,0,2,0,2,0,2,0,2,0,9,28000,9,49000,16333,2,0,0,0,Universitario,2,2,43,6,14,1,1,0,2011,3,2,1,2,2,2,2,2,0,Bueno,0,0,326,varon
2247,1,2,6,resto ciudad,35,mujer,2,1,0,0,ocupado,3,0,0,0,0,0,0,1,45,2,0,2,6600,5,2,2,4,10332,0,0,1,1,0,2,0,0,9,21000,9,21000,0,0,2,0,9,21000,2,0,2,0,2,0,2,0,2,0,2,0,9,21000,9,49000,16333,2,0,0,0,Terciario/ superior no universitario,2,2,34,6,14,1,1,0,1,3,2,1,2,2,2,2,1,2,Bueno,1,1,326,mujer
2247,1,3,6,resto ciudad,0,varon,3,0,1,2,inactivo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,49000,16333,3,0,0,0,No corresponde,0,0,0,8,0,1,1,0,1,3,2,1,2,2,2,2,1,2,Muy bueno,0,0,326,varon
