id,nhogar,miembro,comuna,dominio,edad,sexo,parentes_2,p5_2,p6_a,p6_b,estado,categori,t13,t14,t18,t28,t29,t29a,t30,sem_hs,t33,t34,t35,t37_cod_2,t37_coda_2,t38,t39,t40,t41_cod_2,t47,t48,t51_bis,i1,i4,i6_3,i10,i11,codioph,ioph_2,codioph_neto,ioph_neto_2,codios,ios_2,codioa,ioa_2,codlab,inglab_2,codi3_1x,i3_1x_2,codi3_2x,i3_2x_2,codi3_8x,i3_8x_2,codi3_est,i3_est_2,codi3_otr,i3_otr_2,codnolab,ingnolab_2,coding,ingtot_2,codi_tot,itfb_2,ipcfb_2,e2,e4,e6,e8,e12,e13,e14,edad_30,nivel,aesc,m1,m1_2,m2_anio,m3_anio,tipcob2_2,sn1_1,sn1_7,sn1_2,sn1_3,sn1_4,sn1_5,s8,sn14,sn16,s28,s29,fexp,sexotexto
1,1,1,13,resto ciudad,18,mujer,1,6,95,95,ocupado,3,0,0,0,0,0,0,2,8,1,1,2,9700,9,0,0,0,57314,0,0,3,1,0,2,0,0,1,1200,1,1200,1,180,2,0,1,1380,2,0,2,0,1,3000,2,0,2,0,1,3000,1,4380,1,4380,4380,1,1,12,1,No corresponde,0,0,18,6,12,1,1,0,2016,4,2,2,2,1,2,2,2,0,Excelente,2,0,973,mujer
2,1,1,1,resto ciudad,18,varon,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,9000,2,0,2,0,1,9000,1,9000,1,9000,9000,1,3,13,1,No corresponde,0,0,17,6,12,5,5,2016,2016,4,2,2,2,1,2,2,2,0,Excelente,0,0,115,varon
3,1,1,6,inquilinatos hoteles inmuebles tomados,18,mujer,1,6,95,95,ocupado,3,0,0,0,0,0,0,2,32,1,1,1,9700,9,0,0,0,57314,0,0,3,1,0,2,0,0,1,1650,1,1650,1,2400,2,0,1,4050,2,0,2,0,2,0,1,780,2,0,1,780,1,4830,1,4830,4830,1,1,13,11,No corresponde,0,0,18,6,12,6,6,0,2016,1,2,2,2,2,2,2,2,0,Excelente,2,0,223,mujer
4,1,1,14,resto ciudad,18,varon,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,9,15000,2,0,2,0,9,15000,9,15000,9,15000,15000,1,2,13,1,No corresponde,0,0,18,6,12,3,3,0,2016,4,2,2,2,1,2,2,2,0,Excelente,0,0,421,varon
5,1,1,2,resto ciudad,18,varon,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,15000,2,0,2,0,1,15000,1,15000,1,15000,15000,1,3,13,1,No corresponde,0,0,18,6,12,2,2,0,2016,4,2,2,2,1,2,2,2,0,Bueno,0,0,199,varon
6,1,1,13,resto ciudad,18,mujer,1,6,95,95,desocupado,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,1,500,2,0,2,0,1,5000,2,0,2,0,1,5000,1,5500,9,23500,11750,2,0,0,0,Secundario/ medio común,1,0,18,5,12,3,3,0,2016,2,1,2,2,2,2,2,2,0,Bueno,2,0,314,mujer
6,1,2,13,resto ciudad,24,varon,7,6,95,95,ocupado,3,0,0,0,0,0,0,2,64,2,0,2,9301,8,2,2,3,51312,0,0,1,1,0,2,0,0,1,9000,1,9000,9,9000,2,0,9,18000,2,0,2,0,2,0,2,0,2,0,2,0,9,18000,9,23500,11750,2,0,0,0,Universitario,2,1,24,6,13,3,3,0,2010,2,1,2,2,2,2,2,2,0,Excelente,0,0,314,varon
7,1,1,7,resto ciudad,18,mujer,1,3,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,700,2,0,1,2000,1,2700,1,2700,1,2700,900,2,0,0,0,Secundario/ medio común,2,2,18,4,9,1,1,0,1,1,2,2,2,2,2,2,2,0,Bueno,1,2,272,mujer
7,1,2,7,resto ciudad,2,varon,3,0,95,1,inactivo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2700,900,1,1,16,0,No corresponde,0,0,2,1,0,1,1,0,1,1,2,2,2,2,2,2,2,0,Excelente,0,0,272,varon
7,1,3,7,resto ciudad,1,varon,3,0,95,1,inactivo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2700,900,3,0,0,0,No corresponde,0,0,1,8,0,1,1,0,1,1,2,2,2,2,2,2,2,0,Excelente,0,0,272,varon
7,2,1,7,resto ciudad,56,mujer,1,3,0,0,ocupado,3,0,0,0,1,1,2,0,0,0,0,2,9700,9,0,0,0,55314,0,0,3,1,0,2,0,0,9,5000,9,5000,0,0,2,0,9,5000,2,0,2,0,2,0,1,800,2,0,1,800,9,5800,9,5800,5800,2,0,0,0,Secundario/ medio adultos,2,1,55,4,8,99,99,0,9999,1,2,2,2,2,2,2,2,0,Malo,1,1,272,mujer
8,1,1,4,resto ciudad,18,mujer,1,6,95,95,desocupado,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,4000,2,0,2,0,1,4000,1,4000,1,8000,4000,2,0,0,0,Secundario/ medio común,2,4,18,4,11,1,1,0,1,3,2,1,2,2,2,2,2,0,Muy bueno,2,0,139,mujer
8,1,2,4,resto ciudad,20,mujer,7,6,95,95,desocupado,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,4000,2,0,2,0,1,4000,1,4000,1,8000,4000,1,1,13,11,No corresponde,0,0,20,6,12,1,1,0,1,3,2,1,2,2,2,2,2,0,Muy bueno,2,0,139,mujer
9,1,1,1,resto ciudad,18,mujer,1,6,95,95,desocupado,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1,1000,2,0,2,0,2,0,2,0,2,0,2,0,1,1000,1,11500,3833,2,0,0,0,Secundario/ medio común,2,2,17,4,9,3,3,0,2013,1,2,2,2,2,2,2,2,0,Muy bueno,2,0,126,mujer
9,1,2,1,resto ciudad,22,mujer,7,3,95,95,ocupado,3,0,0,0,0,0,0,1,48,2,0,2,4807,3,2,2,2,30334,0,0,1,1,0,2,0,0,1,8000,1,8000,0,0,2,0,1,8000,2,0,2,0,1,2500,2,0,2,0,1,2500,1,10500,1,11500,3833,2,0,0,0,Secundario/ medio común,2,4,21,4,11,3,3,0,2000,1,2,2,2,2,2,2,2,0,Muy bueno,1,1,126,mujer
9,1,3,1,resto ciudad,4,mujer,7,0,95,2,inactivo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11500,3833,1,1,18,0,No corresponde,0,0,4,1,0,1,1,0,1,1,2,2,2,2,2,2,2,0,Excelente,0,0,126,mujer
10,1,1,3,inquilinatos hoteles inmuebles tomados,19,mujer,1,6,95,95,ocupado,3,0,0,0,0,0,0,1,48,2,0,2,5601,3,2,2,3,53314,0,0,3,1,0,2,0,0,1,12000,1,12000,0,0,2,0,1,12000,2,0,2,0,2,0,2,0,2,0,2,0,1,12000,1,12000,12000,1,1,7,6,No corresponde,0,0,19,4,11,6,6,0,2016,1,2,2,2,2,2,2,2,0,Bueno,2,0,202,mujer
11,1,1,14,resto ciudad,19,mujer,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,11000,2,0,2,0,1,11000,1,11000,1,11000,11000,1,1,13,11,No corresponde,0,0,19,6,12,3,3,0,2015,4,2,2,2,1,2,2,2,0,Muy bueno,2,0,383,mujer
12,1,1,1,inquilinatos hoteles inmuebles tomados,19,mujer,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,8000,2,0,2,0,1,8000,1,8000,1,8000,8000,1,1,13,11,No corresponde,0,0,19,6,12,5,5,2016,2016,1,2,2,2,2,2,2,2,0,Excelente,2,0,78,mujer
13,1,1,14,resto ciudad,19,mujer,1,6,95,95,inactivo,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160,1,160,2,0,2,0,1,5000,2,0,2,0,1,5000,1,5160,1,5160,5160,1,1,13,2,No corresponde,0,0,19,6,13,2,2,0,2015,2,1,2,2,2,2,2,2,0,Muy bueno,2,0,655,mujer
14,1,1,2,resto ciudad,19,mujer,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,3000,2,0,2,0,1,3000,1,3000,1,14000,7000,1,1,13,11,No corresponde,0,0,18,6,12,1,1,0,2016,3,2,1,2,2,2,2,2,0,Muy bueno,2,0,166,mujer
14,1,2,2,resto ciudad,22,mujer,7,6,95,95,ocupado,3,0,0,0,0,0,0,1,40,2,0,1,8401,6,1,2,3,11333,0,0,1,1,0,2,0,0,1,11000,1,11000,0,0,2,0,1,11000,2,0,2,0,2,0,2,0,2,0,2,0,1,11000,1,14000,7000,1,3,12,2,No corresponde,0,0,22,6,13,1,1,0,2013,3,2,1,2,2,2,2,2,0,Muy bueno,2,0,166,mujer
15,1,1,1,resto ciudad,19,mujer,1,6,95,95,inactivo,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,3000,2,0,2,0,1,3000,1,3000,1,3000,3000,1,1,13,11,No corresponde,0,0,18,6,12,3,3,0,2016,5,1,2,1,2,2,2,1,2,Muy bueno,2,0,116,mujer
16,1,1,2,resto ciudad,19,mujer,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,10000,2,0,2,0,1,10000,1,10000,1,10000,10000,1,2,13,2,No corresponde,0,0,19,6,13,2,2,0,2015,4,2,2,2,1,2,2,1,2,Muy bueno,2,0,225,mujer
17,1,1,14,resto ciudad,19,mujer,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,8000,2,0,2,0,1,8000,1,8000,1,8000,8000,1,1,13,1,No corresponde,0,0,19,6,12,3,3,0,2015,4,2,2,2,1,2,2,2,0,Muy bueno,2,0,364,mujer
18,1,1,2,resto ciudad,19,mujer,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,10000,2,0,2,0,1,10000,1,10000,1,10000,10000,1,1,13,1,No corresponde,0,0,18,6,12,3,3,0,2015,4,2,2,2,1,2,2,1,1,Muy bueno,2,0,260,mujer
19,1,1,2,resto ciudad,19,mujer,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,7300,2,0,2,0,1,7300,1,7300,1,17300,8650,1,1,13,11,No corresponde,0,0,18,6,12,3,3,0,2016,2,1,2,2,2,2,2,2,0,Excelente,2,0,290,mujer
19,1,2,2,resto ciudad,21,mujer,8,6,95,95,inactivo,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,10000,2,0,2,0,1,10000,1,10000,1,17300,8650,1,3,13,1,No corresponde,0,0,21,6,12,5,5,2016,2016,1,2,2,2,2,2,2,2,0,Excelente,2,0,290,mujer
20,1,1,2,resto ciudad,19,varon,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,12000,2,0,2,0,1,12000,1,12000,1,12000,12000,1,3,13,1,No corresponde,0,0,18,6,12,2,2,0,2016,4,2,2,2,1,2,2,2,0,Muy bueno,0,0,200,varon
21,1,1,5,resto ciudad,19,varon,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,6000,2,0,2,0,1,6000,1,6000,1,6000,6000,1,1,13,1,No corresponde,0,0,18,6,12,3,3,0,2016,5,1,2,2,2,1,2,2,0,Muy bueno,0,0,318,varon
22,1,1,3,resto ciudad,19,mujer,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,14000,2,0,2,0,1,14000,1,14000,1,22000,7333,1,1,13,11,No corresponde,0,0,19,6,12,5,5,2016,2016,1,2,2,2,2,2,2,2,0,Bueno,2,0,362,mujer
22,1,2,3,resto ciudad,20,mujer,7,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,22000,7333,1,1,13,11,No corresponde,0,0,20,6,12,5,5,2016,2016,1,2,2,2,2,2,2,2,0,Regular,2,0,362,mujer
22,1,3,3,resto ciudad,22,mujer,8,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,8000,2,0,2,0,1,8000,1,8000,1,22000,7333,1,1,13,11,No corresponde,0,0,21,6,12,5,5,2016,2016,1,2,2,2,2,2,2,2,0,Bueno,2,0,362,mujer
23,1,1,2,resto ciudad,19,mujer,1,6,95,95,ocupado,3,0,0,0,0,0,0,1,48,2,0,2,8600,7,2,2,4,10333,0,0,1,1,0,2,0,0,1,11000,1,11000,0,0,2,0,1,11000,2,0,2,0,1,3500,2,0,2,0,1,3500,1,14500,9,26000,13000,1,1,13,1,No corresponde,0,0,19,6,12,2,2,0,2014,5,1,2,2,1,2,2,2,0,Muy bueno,2,0,148,mujer
23,1,2,2,resto ciudad,21,mujer,7,6,95,95,ocupado,3,0,0,0,0,0,0,1,30,2,0,2,8200,5,2,2,3,35333,0,0,1,1,0,2,0,0,9,8000,9,8000,0,0,2,0,9,8000,2,0,2,0,1,3500,2,0,2,0,1,3500,9,11500,9,26000,13000,1,1,13,2,No corresponde,0,0,21,6,13,2,2,0,2012,2,1,2,2,2,2,2,2,0,Muy bueno,2,0,148,mujer
24,1,1,2,resto ciudad,19,mujer,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,8000,2,0,2,0,1,8000,1,8000,1,8000,8000,1,1,13,2,No corresponde,0,0,19,6,13,2,2,0,2015,2,1,2,2,2,2,2,2,0,Excelente,2,0,172,mujer
25,1,1,2,resto ciudad,19,mujer,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,3000,2,0,2,0,1,3000,1,3000,1,6000,3000,1,1,13,11,No corresponde,0,0,19,6,12,2,2,0,2015,4,2,2,2,1,2,2,2,0,Excelente,2,0,194,mujer
25,1,2,2,resto ciudad,20,varon,7,6,95,95,ocupado,3,0,0,0,0,0,0,1,2,2,0,1,8501,7,1,2,4,41311,0,0,3,2,4,0,0,0,2,0,2,0,0,0,2,0,2,0,2,0,2,0,1,3000,2,0,2,0,1,3000,1,3000,1,6000,3000,1,1,13,3,No corresponde,0,0,20,6,14,2,2,0,2014,4,2,2,2,1,2,2,2,0,Muy bueno,0,0,194,varon
26,1,1,3,resto ciudad,19,mujer,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,12000,2,0,2,0,1,12000,1,12000,1,12000,12000,1,2,13,1,No corresponde,0,0,18,6,12,5,5,2016,2016,1,2,2,2,2,2,2,2,0,Muy bueno,2,0,216,mujer
26,2,1,3,resto ciudad,20,mujer,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,13000,2,0,2,0,1,13000,1,13000,1,13000,13000,1,3,13,1,No corresponde,0,0,20,6,12,5,5,2016,2016,1,2,2,2,2,2,2,2,0,Excelente,2,0,216,mujer
26,3,1,3,resto ciudad,20,mujer,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,12000,2,0,2,0,1,12000,1,12000,1,12000,12000,1,3,13,1,No corresponde,0,0,19,6,12,5,5,2016,2016,1,2,2,2,2,2,2,2,0,Muy bueno,2,0,216,mujer
27,1,1,1,villas emergencia,19,varon,1,6,95,95,ocupado,3,0,0,0,0,0,0,1,50,2,0,2,4000,2,2,3,3,72314,0,0,3,1,0,2,0,0,1,14000,1,14000,0,0,2,0,1,14000,2,0,2,0,2,0,2,0,2,0,2,0,1,14000,1,14000,14000,2,0,0,0,Primario común,1,0,19,3,7,5,5,2016,2016,1,2,2,2,2,2,2,2,0,Excelente,0,0,73,varon
28,1,1,8,villas emergencia,19,mujer,1,1,95,95,inactivo,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,4000,1333,2,0,0,0,Primario común,1,0,18,3,7,5,5,2012,2012,1,2,2,2,2,2,2,2,0,Bueno,1,1,46,mujer
28,1,2,8,villas emergencia,29,varon,2,1,0,0,ocupado,2,0,0,0,0,0,0,1,60,2,0,2,4000,2,2,5,1,72113,2,0,0,0,0,0,2,0,1,4000,1,4000,0,0,2,0,1,4000,2,0,2,0,2,0,2,0,2,0,2,0,1,4000,1,4000,1333,2,0,0,0,Secundario/ medio común,1,0,29,5,12,5,5,1990,1990,1,2,2,2,2,2,2,2,0,Bueno,0,0,46,varon
28,1,3,8,villas emergencia,2,mujer,3,0,2,1,inactivo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000,1333,3,0,0,0,No corresponde,0,0,1,8,0,1,1,0,1,1,2,2,2,2,2,2,2,0,Bueno,0,0,46,mujer
29,1,1,15,resto ciudad,19,mujer,1,1,95,95,ocupado,3,0,0,0,0,0,0,1,30,2,0,2,8200,5,2,2,4,35333,0,0,1,1,0,2,0,0,1,7200,1,7200,0,0,2,0,1,7200,2,0,2,0,1,7000,2,0,2,0,1,7000,1,14200,1,32200,16100,2,0,0,0,Secundario/ medio común,1,0,19,5,12,1,1,0,1,3,2,1,2,2,2,2,2,0,Muy bueno,2,0,429,mujer
29,1,2,15,resto ciudad,21,varon,2,1,95,95,ocupado,3,0,0,0,0,0,0,1,42,2,0,2,6100,5,2,2,4,92313,0,0,1,1,0,2,0,0,1,18000,1,18000,0,0,2,0,1,18000,2,0,2,0,2,0,2,0,2,0,2,0,1,18000,1,32200,16100,1,1,13,2,No corresponde,0,0,20,6,13,1,1,0,1,3,2,1,2,2,2,2,2,0,Muy bueno,0,0,429,varon
30,1,1,8,villas emergencia,19,mujer,1,3,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,800,2,0,1,800,1,800,1,800,267,2,0,0,0,Secundario/ medio común,2,1,19,4,8,3,3,0,2004,1,2,2,2,2,2,2,2,0,Muy bueno,1,2,80,mujer
30,1,2,8,villas emergencia,3,mujer,3,0,95,1,inactivo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,800,267,3,0,0,0,No corresponde,0,0,2,8,0,1,1,0,1,1,2,2,2,2,2,2,2,0,Muy bueno,0,0,80,mujer
30,1,3,8,villas emergencia,0,mujer,3,0,95,1,inactivo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,800,267,3,0,0,0,No corresponde,0,0,888,8,0,1,1,0,1,1,2,2,2,2,2,2,1,3,Muy bueno,0,0,80,mujer
31,1,1,1,inquilinatos hoteles inmuebles tomados,19,varon,1,6,95,95,ocupado,3,0,0,0,0,0,0,1,40,2,0,2,4000,2,2,2,3,72313,0,0,3,1,0,2,0,0,1,11000,1,11000,0,0,2,0,1,11000,2,0,2,0,2,0,2,0,2,0,2,0,1,11000,1,11000,11000,2,0,0,0,Secundario/ medio común,1,0,19,5,12,1,1,0,1,1,2,2,2,2,2,2,2,0,Bueno,0,0,237,varon
32,1,1,2,resto ciudad,19,varon,1,6,95,95,inactivo,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,9,4500,2,0,2,0,9,4500,9,4500,9,4500,4500,2,0,0,0,Terciario/ superior no universitario,2,1,19,6,13,2,2,0,2015,3,2,1,2,2,2,2,2,0,Excelente,0,0,196,varon
33,1,1,5,inquilinatos hoteles inmuebles tomados,19,mujer,1,6,95,95,desocupado,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2400,1,2400,2,0,2,0,2,0,2,0,2,0,2,0,1,2400,1,2400,2400,2,0,0,0,Universitario,2,11,19,6,12,1,1,0,1,2,1,2,2,2,2,2,2,0,Bueno,2,0,124,mujer
34,1,1,5,resto ciudad,20,varon,1,6,95,95,desocupado,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,3500,2,0,2,0,1,3500,1,3500,1,3500,3500,1,3,12,3,No corresponde,0,0,20,6,14,3,3,0,2014,4,2,2,2,1,2,2,2,0,Excelente,0,0,413,varon
35,1,1,13,resto ciudad,20,mujer,1,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,1,1,13,3,No corresponde,0,0,20,6,14,6,6,0,2015,2,1,2,2,2,2,2,2,0,Excelente,2,0,354,mujer
35,1,2,13,resto ciudad,21,mujer,7,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,1,1,13,2,No corresponde,0,0,21,6,13,6,6,0,2015,2,1,2,2,2,2,2,2,0,Excelente,2,0,354,mujer
36,1,1,3,resto ciudad,20,varon,1,6,95,95,ocupado,3,0,0,0,0,0,0,1,12,2,0,2,9503,8,2,2,2,32314,0,0,3,1,0,2,0,0,1,2800,1,2800,0,0,2,0,1,2800,2,0,2,0,1,8000,2,0,2,0,1,8000,1,10800,9,22800,11400,1,1,13,11,No corresponde,0,0,20,6,12,3,3,0,2016,2,1,2,2,2,2,2,2,0,Excelente,0,0,153,varon
36,1,2,3,resto ciudad,20,varon,8,6,95,95,ocupado,2,0,0,0,0,0,0,1,18,2,0,2,9301,8,2,5,1,10132,2,0,0,0,0,0,2,0,9,5000,9,5000,0,0,2,0,9,5000,2,0,2,0,9,7000,2,0,2,0,9,7000,9,12000,9,22800,11400,1,1,13,1,No corresponde,0,0,19,6,12,3,3,0,2016,2,1,2,2,2,2,2,2,0,Bueno,0,0,153,varon
37,1,1,5,resto ciudad,20,varon,1,6,95,95,desocupado,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,7000,2,0,2,0,1,7000,1,7000,1,7000,7000,1,1,13,1,No corresponde,0,0,20,6,12,2,2,0,2014,2,1,2,2,2,2,2,2,0,Muy bueno,0,0,301,varon
38,1,1,8,resto ciudad,20,varon,1,6,95,95,ocupado,3,0,0,0,0,0,0,1,48,2,0,2,9409,8,3,1,3,46312,0,0,3,1,0,2,0,0,1,8000,1,8000,0,0,2,0,1,8000,2,0,2,0,2,0,2,0,2,0,2,0,1,8000,9,10000,5000,2,0,0,0,Secundario/ medio común,2,4,19,4,11,2,2,0,2016,2,1,2,2,2,2,2,2,0,Excelente,0,0,85,varon
38,1,2,8,resto ciudad,18,varon,8,6,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,9,2000,2,0,2,0,9,2000,9,2000,9,10000,5000,1,1,13,11,No corresponde,0,0,999,6,12,4,4,2013,2013,1,2,2,2,2,2,2,2,0,Excelente,0,0,85,varon
39,1,1,1,inquilinatos hoteles inmuebles tomados,20,varon,1,1,95,95,ocupado,3,0,0,0,0,0,0,1,63,2,0,2,5601,3,2,2,3,53313,0,0,1,1,0,2,0,0,1,11000,1,11000,0,0,2,0,1,11000,2,0,2,0,2,0,2,0,2,0,2,0,1,11000,1,11000,2750,2,0,0,0,Secundario/ medio común,2,2,20,4,9,3,3,0,2015,2,1,2,2,2,2,2,2,0,Muy bueno,0,0,82,varon
39,1,2,1,inquilinatos hoteles inmuebles tomados,21,mujer,2,1,95,95,inactivo,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,11000,2750,2,0,0,0,Secundario/ medio común,1,0,20,5,12,3,3,0,2016,2,1,2,2,2,2,2,1,1,Muy bueno,1,2,82,mujer
