random_id,motivacion,conectado,sexojefe,edadjefe,jefesabeleer,jefesabeescribir,pdiasfueaescuela
771,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,41,0 = No,0 = No,0
772,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,38,0 = No,0 = No,
773,0 Hogar no motivado,0 Hogar no conectado,1 = Male,36,1 = Yes,1 = Yes,
774,0 Hogar no motivado,0 Hogar no conectado,2 = Female,48,1 = Yes,1 = Yes,85.714287
775,0 Hogar no motivado,0 Hogar no conectado,1 = Male,73,1 = Yes,1 = Yes,
776,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,58,1 = Yes,1 = Yes,
777,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,71,,,
779,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,75,1 = Yes,1 = Yes,
780,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,47,1 = Yes,1 = Yes,57.14286
781,0 Hogar no motivado,0 Hogar no conectado,1 = Male,48,1 = Yes,1 = Yes,71.428574
782,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,64,1 = Yes,1 = Yes,
783,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,50,1 = Yes,1 = Yes,85.714287
784,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,30,0 = No,0 = No,
785,0 Hogar no motivado,0 Hogar no conectado,1 = Male,51,1 = Yes,1 = Yes,
786,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,56,1 = Yes,1 = Yes,
787,0 Hogar no motivado,0 Hogar no conectado,2 = Female,71,0 = No,0 = No,
789,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,60,1 = Yes,1 = Yes,
790,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,48,0 = No,0 = No,57.14286
791,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,76,0 = No,0 = No,
792,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,46,0 = No,0 = No,
793,0 Hogar no motivado,0 Hogar no conectado,1 = Male,63,0 = No,0 = No,
794,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,52,0 = No,0 = No,42.857143
795,0 Hogar no motivado,0 Hogar no conectado,2 = Female,,0 = No,0 = No,
798,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,48,1 = Yes,1 = Yes,57.14286
799,0 Hogar no motivado,0 Hogar no conectado,1 = Male,71,1 = Yes,1 = Yes,71.428574
800,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,66,0 = No,0 = No,
801,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,61,1 = Yes,0 = No,
802,0 Hogar no motivado,1 Hogar conectado,1 = Male,53,1 = Yes,1 = Yes,57.14286
803,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,55,0 = No,0 = No,
804,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,71,0 = No,0 = No,
806,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,41,1 = Yes,1 = Yes,0
807,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,65,0 = No,0 = No,
808,0 Hogar no motivado,1 Hogar conectado,1 = Male,24,1 = Yes,1 = Yes,
809,0 Hogar no motivado,0 Hogar no conectado,1 = Male,81,0 = No,0 = No,
810,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,56,1 = Yes,1 = Yes,57.14286
812,0 Hogar no motivado,0 Hogar no conectado,1 = Male,71,0 = No,0 = No,
813,0 Hogar no motivado,0 Hogar no conectado,2 = Female,71,0 = No,0 = No,
814,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,58,1 = Yes,1 = Yes,85.714287
815,0 Hogar no motivado,0 Hogar no conectado,1 = Male,35,1 = Yes,1 = Yes,
816,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,92,0 = No,0 = No,
817,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,47,1 = Yes,1 = Yes,
818,0 Hogar no motivado,0 Hogar no conectado,2 = Female,53,0 = No,0 = No,14.285715
819,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,22,1 = Yes,1 = Yes,42.857143
820,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,45,0 = No,0 = No,28.57143
822,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,71,0 = No,0 = No,
823,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,48,1 = Yes,1 = Yes,57.14286
824,0 Hogar no motivado,1 Hogar conectado,1 = Male,70,1 = Yes,1 = Yes,
825,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,61,1 = Yes,1 = Yes,
826,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,39,1 = Yes,1 = Yes,85.714287
828,0 Hogar no motivado,0 Hogar no conectado,1 = Male,45,1 = Yes,1 = Yes,14.285715
830,0 Hogar no motivado,1 Hogar conectado,1 = Male,44,0 = No,0 = No,14.285715
831,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,69,0 = No,0 = No,
832,0 Hogar no motivado,0 Hogar no conectado,1 = Male,42,0 = No,0 = No,71.428574
833,0 Hogar no motivado,0 Hogar no conectado,1 = Male,33,1 = Yes,1 = Yes,57.14286
834,0 Hogar no motivado,0 Hogar no conectado,1 = Male,53,1 = Yes,1 = Yes,85.714287
835,0 Hogar no motivado,0 Hogar no conectado,1 = Male,26,1 = Yes,1 = Yes,
836,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,33,1 = Yes,1 = Yes,
837,0 Hogar no motivado,1 Hogar conectado,1 = Male,80,0 = No,0 = No,
838,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,71,0 = No,0 = No,
840,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,72,1 = Yes,1 = Yes,
841,0 Hogar no motivado,0 Hogar no conectado,2 = Female,80,0 = No,0 = No,57.14286
842,0 Hogar no motivado,0 Hogar no conectado,1 = Male,41,1 = Yes,1 = Yes,57.14286
843,0 Hogar no motivado,0 Hogar no conectado,2 = Female,66,0 = No,0 = No,
844,0 Hogar no motivado,0 Hogar no conectado,1 = Male,45,1 = Yes,1 = Yes,28.57143
846,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,81,1 = Yes,1 = Yes,14.285715
848,0 Hogar no motivado,0 Hogar no conectado,1 = Male,56,1 = Yes,1 = Yes,
851,0 Hogar no motivado,0 Hogar no conectado,2 = Female,31,1 = Yes,1 = Yes,
852,0 Hogar no motivado,0 Hogar no conectado,1 = Male,35,1 = Yes,1 = Yes,
853,0 Hogar no motivado,0 Hogar no conectado,1 = Male,49,0 = No,0 = No,42.857143
854,0 Hogar no motivado,0 Hogar no conectado,1 = Male,50,1 = Yes,1 = Yes,
855,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,82,0 = No,0 = No,
857,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,48,1 = Yes,1 = Yes,57.14286
858,0 Hogar no motivado,0 Hogar no conectado,1 = Male,34,1 = Yes,1 = Yes,57.14286
859,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,34,1 = Yes,1 = Yes,85.714287
860,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,51,1 = Yes,1 = Yes,14.285715
861,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,49,1 = Yes,1 = Yes,
863,0 Hogar no motivado,0 Hogar no conectado,1 = Male,51,1 = Yes,1 = Yes,85.714287
864,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,61,0 = No,0 = No,14.285715
865,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,51,0 = No,0 = No,0
866,0 Hogar no motivado,0 Hogar no conectado,1 = Male,51,1 = Yes,1 = Yes,71.428574
867,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,29,1 = Yes,1 = Yes,
869,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,69,1 = Yes,1 = Yes,
871,0 Hogar no motivado,0 Hogar no conectado,2 = Female,83,0 = No,0 = No,
872,0 Hogar no motivado,0 Hogar no conectado,1 = Male,52,0 = No,0 = No,
873,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,46,1 = Yes,0 = No,14.285715
875,0 Hogar no motivado,0 Hogar no conectado,1 = Male,72,1 = Yes,1 = Yes,
876,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,74,0 = No,0 = No,
877,0 Hogar no motivado,0 Hogar no conectado,1 = Male,53,1 = Yes,1 = Yes,14.285715
878,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,55,0 = No,0 = No,57.14286
880,0 Hogar no motivado,1 Hogar conectado,1 = Male,56,1 = Yes,1 = Yes,85.714287
881,0 Hogar no motivado,0 Hogar no conectado,1 = Male,29,1 = Yes,1 = Yes,71.428574
882,0 Hogar no motivado,0 Hogar no conectado,1 = Male,37,1 = Yes,1 = Yes,71.428574
883,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,76,0 = No,0 = No,
884,0 Hogar no motivado,0 Hogar no conectado,1 = Male,43,1 = Yes,1 = Yes,71.428574
885,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,72,0 = No,0 = No,
886,0 Hogar no motivado,1 Hogar conectado,1 = Male,22,1 = Yes,1 = Yes,
887,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,42,1 = Yes,1 = Yes,0
889,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,57,1 = Yes,1 = Yes,57.14286
890,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,52,1 = Yes,1 = Yes,
891,0 Hogar no motivado,0 Hogar no conectado,2 = Female,63,0 = No,0 = No,
892,0 Hogar no motivado,0 Hogar no conectado,1 = Male,47,1 = Yes,1 = Yes,85.714287
893,0 Hogar no motivado,0 Hogar no conectado,1 = Male,67,1 = Yes,1 = Yes,
894,0 Hogar no motivado,0 Hogar no conectado,2 = Female,74,0 = No,0 = No,
896,0 Hogar no motivado,0 Hogar no conectado,1 = Male,33,1 = Yes,1 = Yes,
897,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,56,0 = No,0 = No,
898,0 Hogar no motivado,0 Hogar no conectado,1 = Male,43,1 = Yes,1 = Yes,
899,0 Hogar no motivado,0 Hogar no conectado,1 = Male,58,0 = No,0 = No,
901,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,81,1 = Yes,1 = Yes,
902,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,41,0 = No,0 = No,14.285715
903,0 Hogar no motivado,0 Hogar no conectado,1 = Male,38,1 = Yes,1 = Yes,57.14286
904,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,41,1 = Yes,1 = Yes,57.14286
905,0 Hogar no motivado,0 Hogar no conectado,1 = Male,46,1 = Yes,1 = Yes,0
906,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,31,1 = Yes,1 = Yes,
908,0 Hogar no motivado,0 Hogar no conectado,2 = Female,56,0 = No,0 = No,
909,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,39,1 = Yes,1 = Yes,42.857143
910,0 Hogar no motivado,1 Hogar conectado,1 = Male,45,0 = No,0 = No,71.428574
911,0 Hogar no motivado,0 Hogar no conectado,1 = Male,51,1 = Yes,1 = Yes,
912,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,73,1 = Yes,1 = Yes,
914,0 Hogar no motivado,0 Hogar no conectado,2 = Female,52,0 = No,0 = No,
915,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,47,0 = No,0 = No,
916,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,41,1 = Yes,1 = Yes,
917,0 Hogar no motivado,0 Hogar no conectado,1 = Male,45,1 = Yes,1 = Yes,
919,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,75,0 = No,0 = No,85.714287
920,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,51,1 = Yes,1 = Yes,71.428574
921,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,32,1 = Yes,1 = Yes,
922,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,50,1 = Yes,1 = Yes,57.14286
923,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,48,,,14.285715
925,0 Hogar no motivado,0 Hogar no conectado,1 = Male,51,1 = Yes,1 = Yes,
926,0 Hogar no motivado,0 Hogar no conectado,2 = Female,51,0 = No,0 = No,
927,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,52,0 = No,0 = No,
929,0 Hogar no motivado,1 Hogar conectado,1 = Male,37,1 = Yes,1 = Yes,71.428574
930,0 Hogar no motivado,0 Hogar no conectado,1 = Male,46,1 = Yes,1 = Yes,
931,0 Hogar no motivado,1 Hogar conectado,1 = Male,39,1 = Yes,1 = Yes,
932,0 Hogar no motivado,0 Hogar no conectado,1 = Male,45,0 = No,0 = No,14.285715
934,0 Hogar no motivado,0 Hogar no conectado,1 = Male,50,1 = Yes,1 = Yes,14.285715
936,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,46,1 = Yes,1 = Yes,14.285715
937,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,47,1 = Yes,1 = Yes,71.428574
938,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,81,0 = No,0 = No,
939,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,51,0 = No,0 = No,
940,0 Hogar no motivado,0 Hogar no conectado,1 = Male,61,1 = Yes,1 = Yes,
941,0 Hogar no motivado,0 Hogar no conectado,2 = Female,51,0 = No,0 = No,
942,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,65,1 = Yes,0 = No,85.714287
943,0 Hogar no motivado,0 Hogar no conectado,1 = Male,46,1 = Yes,1 = Yes,85.714287
945,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,53,1 = Yes,1 = Yes,
947,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,34,1 = Yes,1 = Yes,85.714287
948,0 Hogar no motivado,0 Hogar no conectado,1 = Male,54,1 = Yes,1 = Yes,71.428574
949,0 Hogar no motivado,0 Hogar no conectado,1 = Male,45,1 = Yes,1 = Yes,28.57143
950,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,46,0 = No,0 = No,85.714287
951,0 Hogar no motivado,0 Hogar no conectado,1 = Male,55,1 = Yes,1 = Yes,85.714287
952,0 Hogar no motivado,0 Hogar no conectado,1 = Male,60,1 = Yes,1 = Yes,
953,0 Hogar no motivado,0 Hogar no conectado,2 = Female,40,0 = No,0 = No,85.714287
954,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,57,1 = Yes,1 = Yes,
955,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,33,0 = No,0 = No,42.857143
956,0 Hogar no motivado,0 Hogar no conectado,2 = Female,50,0 = No,0 = No,
957,0 Hogar no motivado,0 Hogar no conectado,1 = Male,59,1 = Yes,1 = Yes,
958,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,25,1 = Yes,1 = Yes,
961,0 Hogar no motivado,0 Hogar no conectado,1 = Male,63,0 = No,0 = No,
962,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,69,0 = No,0 = No,57.14286
964,0 Hogar no motivado,0 Hogar no conectado,2 = Female,59,,,
966,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,41,1 = Yes,1 = Yes,85.714287
967,0 Hogar no motivado,0 Hogar no conectado,1 = Male,45,0 = No,0 = No,
969,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,45,1 = Yes,1 = Yes,57.14286
970,0 Hogar no motivado,0 Hogar no conectado,1 = Male,49,1 = Yes,1 = Yes,71.428574
972,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,56,1 = Yes,1 = Yes,85.714287
974,0 Hogar no motivado,0 Hogar no conectado,1 = Male,39,1 = Yes,1 = Yes,14.285715
975,0 Hogar no motivado,0 Hogar no conectado,1 = Male,34,1 = Yes,1 = Yes,28.57143
976,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,56,1 = Yes,1 = Yes,
979,0 Hogar no motivado,0 Hogar no conectado,1 = Male,51,1 = Yes,1 = Yes,57.14286
980,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,49,1 = Yes,1 = Yes,
981,0 Hogar no motivado,0 Hogar no conectado,1 = Male,52,1 = Yes,1 = Yes,
982,0 Hogar no motivado,0 Hogar no conectado,1 = Male,37,1 = Yes,1 = Yes,
983,0 Hogar no motivado,0 Hogar no conectado,2 = Female,73,0 = No,0 = No,
984,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,40,0 = No,0 = No,
986,0 Hogar no motivado,0 Hogar no conectado,1 = Male,68,1 = Yes,1 = Yes,
987,0 Hogar no motivado,0 Hogar no conectado,2 = Female,76,0 = No,0 = No,
988,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,61,0 = No,0 = No,71.428574
989,0 Hogar no motivado,0 Hogar no conectado,2 = Female,52,0 = No,0 = No,
990,0 Hogar no motivado,0 Hogar no conectado,1 = Male,28,0 = No,0 = No,
991,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,56,0 = No,0 = No,57.14286
993,0 Hogar no motivado,0 Hogar no conectado,1 = Male,53,0 = No,0 = No,
995,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,43,0 = No,0 = No,
996,0 Hogar no motivado,0 Hogar no conectado,1 = Male,61,1 = Yes,1 = Yes,
997,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,74,1 = Yes,1 = Yes,
998,0 Hogar no motivado,0 Hogar no conectado,2 = Female,61,0 = No,0 = No,71.428574
999,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,56,0 = No,0 = No,
1000,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,31,1 = Yes,1 = Yes,
1002,0 Hogar no motivado,0 Hogar no conectado,1 = Male,55,0 = No,0 = No,
1003,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,47,1 = Yes,1 = Yes,
1004,0 Hogar no motivado,0 Hogar no conectado,2 = Female,68,0 = No,0 = No,
1006,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,60,0 = No,0 = No,
1007,0 Hogar no motivado,0 Hogar no conectado,1 = Male,56,0 = No,0 = No,57.14286
1008,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,84,0 = No,0 = No,
1009,0 Hogar no motivado,0 Hogar no conectado,1 = Male,66,0 = No,0 = No,
1010,0 Hogar no motivado,0 Hogar no conectado,1 = Male,39,1 = Yes,1 = Yes,85.714287
1011,0 Hogar no motivado,0 Hogar no conectado,2 = Female,27,0 = No,0 = No,
1012,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,41,0 = No,0 = No,42.857143
1013,0 Hogar no motivado,0 Hogar no conectado,2 = Female,56,0 = No,0 = No,71.428574
1014,0 Hogar no motivado,1 Hogar conectado,1 = Male,36,1 = Yes,1 = Yes,14.285715
1015,0 Hogar no motivado,0 Hogar no conectado,1 = Male,42,1 = Yes,1 = Yes,
1016,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,71,0 = No,0 = No,
1017,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,66,0 = No,0 = No,
1018,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,51,1 = Yes,1 = Yes,85.714287
1019,0 Hogar no motivado,0 Hogar no conectado,1 = Male,51,1 = Yes,1 = Yes,85.714287
1020,0 Hogar no motivado,0 Hogar no conectado,1 = Male,51,1 = Yes,1 = Yes,
1021,0 Hogar no motivado,0 Hogar no conectado,1 = Male,30,1 = Yes,1 = Yes,
1022,0 Hogar no motivado,0 Hogar no conectado,1 = Male,45,1 = Yes,1 = Yes,42.857143
1024,0 Hogar no motivado,1 Hogar conectado,1 = Male,48,1 = Yes,1 = Yes,
1025,0 Hogar no motivado,1 Hogar conectado,1 = Male,39,0 = No,0 = No,14.285715
1026,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,47,1 = Yes,1 = Yes,
1027,0 Hogar no motivado,0 Hogar no conectado,1 = Male,66,0 = No,0 = No,
1028,0 Hogar no motivado,0 Hogar no conectado,1 = Male,31,1 = Yes,1 = Yes,
1029,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,45,0 = No,0 = No,
1030,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,30,1 = Yes,1 = Yes,
1031,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,37,1 = Yes,1 = Yes,14.285715
1033,0 Hogar no motivado,0 Hogar no conectado,1 = Male,52,1 = Yes,1 = Yes,
1034,0 Hogar no motivado,0 Hogar no conectado,2 = Female,66,0 = No,0 = No,
1035,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,63,1 = Yes,1 = Yes,28.57143
