random_id,motivacion,conectado,sexojefe,edadjefe,jefesabeleer,jefesabeescribir,pdiasfueaescuela
372,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,51,1 = Yes,1 = Yes,71.428574
373,0 Hogar no motivado,1 Hogar conectado,1 = Male,46,1 = Yes,1 = Yes,
375,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,35,1 = Yes,1 = Yes,71.428574
376,0 Hogar no motivado,0 Hogar no conectado,1 = Male,43,0 = No,0 = No,85.714287
378,0 Hogar no motivado,0 Hogar no conectado,1 = Male,71,0 = No,0 = No,
379,0 Hogar no motivado,0 Hogar no conectado,2 = Female,68,0 = No,0 = No,
380,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,58,1 = Yes,1 = Yes,
381,0 Hogar no motivado,0 Hogar no conectado,2 = Female,97,0 = No,0 = No,
382,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,41,1 = Yes,1 = Yes,
383,0 Hogar no motivado,0 Hogar no conectado,1 = Male,64,1 = Yes,1 = Yes,
386,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,56,1 = Yes,1 = Yes,
387,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,60,0 = No,0 = No,
390,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,44,1 = Yes,1 = Yes,57.14286
391,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,57,1 = Yes,1 = Yes,57.14286
392,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,53,1 = Yes,1 = Yes,71.428574
393,0 Hogar no motivado,0 Hogar no conectado,1 = Male,29,1 = Yes,1 = Yes,
394,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,32,1 = Yes,1 = Yes,71.428574
395,0 Hogar no motivado,0 Hogar no conectado,1 = Male,55,1 = Yes,1 = Yes,
396,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,46,1 = Yes,1 = Yes,57.14286
397,0 Hogar no motivado,1 Hogar conectado,2 = Female,65,0 = No,0 = No,85.714287
398,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,52,1 = Yes,1 = Yes,14.285715
400,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,41,0 = No,0 = No,
401,0 Hogar no motivado,0 Hogar no conectado,1 = Male,45,1 = Yes,1 = Yes,
404,0 Hogar no motivado,0 Hogar no conectado,2 = Female,49,0 = No,0 = No,
405,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,72,1 = Yes,0 = No,
406,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,36,0 = No,0 = No,
407,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,64,0 = No,0 = No,
408,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,51,0 = No,0 = No,
409,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,30,1 = Yes,1 = Yes,
410,0 Hogar no motivado,0 Hogar no conectado,1 = Male,46,1 = Yes,1 = Yes,71.428574
411,0 Hogar no motivado,0 Hogar no conectado,2 = Female,80,0 = No,0 = No,
413,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,,0 = No,0 = No,
414,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,30,1 = Yes,1 = Yes,
415,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,46,0 = No,0 = No,85.714287
416,0 Hogar no motivado,0 Hogar no conectado,1 = Male,29,1 = Yes,1 = Yes,
417,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,41,1 = Yes,1 = Yes,85.714287
419,0 Hogar no motivado,0 Hogar no conectado,1 = Male,37,1 = Yes,1 = Yes,
421,0 Hogar no motivado,0 Hogar no conectado,1 = Male,46,1 = Yes,1 = Yes,85.714287
423,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,37,0 = No,0 = No,
425,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,54,1 = Yes,1 = Yes,57.14286
426,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,76,0 = No,0 = No,
428,0 Hogar no motivado,0 Hogar no conectado,1 = Male,37,0 = No,0 = No,
429,0 Hogar no motivado,0 Hogar no conectado,1 = Male,51,1 = Yes,1 = Yes,
430,0 Hogar no motivado,0 Hogar no conectado,2 = Female,71,0 = No,0 = No,
431,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,41,1 = Yes,1 = Yes,
432,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,44,1 = Yes,1 = Yes,
435,0 Hogar no motivado,0 Hogar no conectado,1 = Male,35,1 = Yes,1 = Yes,85.714287
436,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,40,1 = Yes,1 = Yes,
438,0 Hogar no motivado,0 Hogar no conectado,2 = Female,49,0 = No,0 = No,85.714287
439,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,32,1 = Yes,1 = Yes,
440,0 Hogar no motivado,0 Hogar no conectado,1 = Male,46,1 = Yes,1 = Yes,
441,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,57,1 = Yes,1 = Yes,0
447,0 Hogar no motivado,0 Hogar no conectado,2 = Female,70,0 = No,0 = No,
448,0 Hogar no motivado,0 Hogar no conectado,1 = Male,47,1 = Yes,1 = Yes,71.428574
449,0 Hogar no motivado,0 Hogar no conectado,1 = Male,53,1 = Yes,1 = Yes,85.714287
450,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,52,1 = Yes,1 = Yes,
451,0 Hogar no motivado,0 Hogar no conectado,2 = Female,30,1 = Yes,1 = Yes,
454,0 Hogar no motivado,0 Hogar no conectado,1 = Male,31,1 = Yes,1 = Yes,
455,0 Hogar no motivado,0 Hogar no conectado,1 = Male,,0 = No,0 = No,
456,0 Hogar no motivado,0 Hogar no conectado,1 = Male,71,0 = No,0 = No,
457,0 Hogar no motivado,0 Hogar no conectado,1 = Male,40,1 = Yes,1 = Yes,57.14286
458,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,48,0 = No,0 = No,71.428574
459,0 Hogar no motivado,0 Hogar no conectado,1 = Male,48,1 = Yes,1 = Yes,85.714287
460,0 Hogar no motivado,0 Hogar no conectado,1 = Male,51,1 = Yes,1 = Yes,42.857143
461,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,47,1 = Yes,1 = Yes,
462,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,36,0 = No,0 = No,71.428574
463,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,68,0 = No,0 = No,
465,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,63,1 = Yes,1 = Yes,71.428574
466,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,60,1 = Yes,1 = Yes,
467,0 Hogar no motivado,0 Hogar no conectado,1 = Male,36,0 = No,0 = No,85.714287
468,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,63,,,
471,0 Hogar no motivado,0 Hogar no conectado,1 = Male,59,1 = Yes,1 = Yes,
473,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,44,1 = Yes,1 = Yes,85.714287
474,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,61,0 = No,0 = No,
477,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,44,0 = No,0 = No,0
478,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,68,1 = Yes,0 = No,
479,0 Hogar no motivado,0 Hogar no conectado,1 = Male,55,1 = Yes,1 = Yes,
482,0 Hogar no motivado,0 Hogar no conectado,1 = Male,51,1 = Yes,1 = Yes,
483,0 Hogar no motivado,1 Hogar conectado,1 = Male,31,1 = Yes,1 = Yes,57.14286
486,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,35,1 = Yes,1 = Yes,85.714287
488,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,76,1 = Yes,1 = Yes,85.714287
489,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,32,1 = Yes,1 = Yes,
490,0 Hogar no motivado,0 Hogar no conectado,1 = Male,69,0 = No,0 = No,
491,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,70,,,
492,0 Hogar no motivado,1 Hogar conectado,1 = Male,39,1 = Yes,1 = Yes,57.14286
493,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,74,0 = No,0 = No,
494,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,54,1 = Yes,1 = Yes,
498,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,43,1 = Yes,1 = Yes,71.428574
500,0 Hogar no motivado,0 Hogar no conectado,2 = Female,51,0 = No,0 = No,
501,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,83,1 = Yes,1 = Yes,
502,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,46,1 = Yes,1 = Yes,85.714287
504,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,27,1 = Yes,1 = Yes,
506,0 Hogar no motivado,0 Hogar no conectado,2 = Female,23,0 = No,0 = No,
507,0 Hogar no motivado,0 Hogar no conectado,1 = Male,60,1 = Yes,1 = Yes,
508,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,50,1 = Yes,1 = Yes,85.714287
509,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,27,0 = No,0 = No,
510,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,41,0 = No,0 = No,
511,0 Hogar no motivado,0 Hogar no conectado,1 = Male,63,0 = No,0 = No,
512,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,42,0 = No,0 = No,
513,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,46,0 = No,0 = No,71.428574
514,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,73,0 = No,0 = No,
515,0 Hogar no motivado,0 Hogar no conectado,1 = Male,51,1 = Yes,1 = Yes,71.428574
516,0 Hogar no motivado,0 Hogar no conectado,2 = Female,76,0 = No,0 = No,
517,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,32,1 = Yes,1 = Yes,
520,0 Hogar no motivado,0 Hogar no conectado,2 = Female,33,1 = Yes,0 = No,
522,0 Hogar no motivado,0 Hogar no conectado,1 = Male,36,1 = Yes,1 = Yes,
524,0 Hogar no motivado,0 Hogar no conectado,1 = Male,33,1 = Yes,1 = Yes,
526,0 Hogar no motivado,0 Hogar no conectado,1 = Male,46,0 = No,0 = No,
527,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,74,1 = Yes,1 = Yes,
528,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,54,1 = Yes,1 = Yes,
529,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,49,1 = Yes,1 = Yes,71.428574
530,0 Hogar no motivado,0 Hogar no conectado,1 = Male,71,1 = Yes,1 = Yes,
531,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,41,1 = Yes,1 = Yes,71.428574
532,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,41,1 = Yes,1 = Yes,
533,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,45,1 = Yes,0 = No,
534,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,44,1 = Yes,1 = Yes,
535,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,71,0 = No,0 = No,
536,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,71,0 = No,0 = No,
537,0 Hogar no motivado,0 Hogar no conectado,1 = Male,56,1 = Yes,1 = Yes,
538,0 Hogar no motivado,0 Hogar no conectado,1 = Male,68,1 = Yes,1 = Yes,
539,0 Hogar no motivado,0 Hogar no conectado,1 = Male,51,0 = No,0 = No,
540,0 Hogar no motivado,0 Hogar no conectado,1 = Male,51,1 = Yes,1 = Yes,42.857143
542,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,48,1 = Yes,1 = Yes,85.714287
543,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,74,0 = No,0 = No,
544,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,56,0 = No,0 = No,85.714287
545,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,55,0 = No,0 = No,
546,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,31,1 = Yes,1 = Yes,28.57143
548,0 Hogar no motivado,1 Hogar conectado,1 = Male,45,1 = Yes,1 = Yes,
550,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,46,1 = Yes,1 = Yes,
551,0 Hogar no motivado,0 Hogar no conectado,1 = Male,31,1 = Yes,1 = Yes,
552,0 Hogar no motivado,0 Hogar no conectado,1 = Male,45,1 = Yes,1 = Yes,71.428574
553,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,31,1 = Yes,1 = Yes,
555,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,37,0 = No,0 = No,42.857143
556,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,56,0 = No,0 = No,
557,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,39,1 = Yes,1 = Yes,85.714287
559,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,77,0 = No,0 = No,
560,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,41,1 = Yes,1 = Yes,
563,0 Hogar no motivado,0 Hogar no conectado,1 = Male,56,1 = Yes,1 = Yes,
564,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,44,1 = Yes,1 = Yes,71.428574
565,0 Hogar no motivado,0 Hogar no conectado,2 = Female,35,,,
566,0 Hogar no motivado,0 Hogar no conectado,1 = Male,60,1 = Yes,1 = Yes,85.714287
568,0 Hogar no motivado,0 Hogar no conectado,1 = Male,61,1 = Yes,1 = Yes,
569,0 Hogar no motivado,1 Hogar conectado,2 = Female,46,0 = No,0 = No,57.14286
572,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,69,1 = Yes,1 = Yes,
573,0 Hogar no motivado,0 Hogar no conectado,2 = Female,49,1 = Yes,0 = No,
574,0 Hogar no motivado,0 Hogar no conectado,2 = Female,33,1 = Yes,1 = Yes,
575,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,61,0 = No,0 = No,
576,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,57,0 = No,0 = No,42.857143
577,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,41,1 = Yes,1 = Yes,71.428574
578,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,36,1 = Yes,1 = Yes,14.285715
579,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,45,1 = Yes,1 = Yes,71.428574
580,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,76,,,
581,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,40,1 = Yes,1 = Yes,42.857143
582,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,64,1 = Yes,1 = Yes,
583,0 Hogar no motivado,0 Hogar no conectado,1 = Male,55,1 = Yes,1 = Yes,
584,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,48,1 = Yes,1 = Yes,71.428574
587,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,43,1 = Yes,1 = Yes,
590,0 Hogar no motivado,0 Hogar no conectado,2 = Female,48,0 = No,0 = No,71.428574
591,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,60,1 = Yes,1 = Yes,71.428574
592,0 Hogar no motivado,0 Hogar no conectado,1 = Male,57,1 = Yes,0 = No,71.428574
593,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,48,1 = Yes,1 = Yes,14.285715
594,0 Hogar no motivado,0 Hogar no conectado,1 = Male,56,1 = Yes,1 = Yes,57.14286
595,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,76,1 = Yes,1 = Yes,
596,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,46,0 = No,0 = No,71.428574
597,0 Hogar no motivado,0 Hogar no conectado,1 = Male,40,0 = No,0 = No,
598,0 Hogar no motivado,0 Hogar no conectado,1 = Male,43,1 = Yes,1 = Yes,71.428574
599,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,66,0 = No,0 = No,
602,0 Hogar no motivado,0 Hogar no conectado,1 = Male,46,1 = Yes,1 = Yes,42.857143
603,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,32,1 = Yes,1 = Yes,85.714287
604,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,55,1 = Yes,1 = Yes,28.57143
605,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,26,1 = Yes,1 = Yes,
607,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,62,1 = Yes,1 = Yes,42.857143
608,0 Hogar no motivado,0 Hogar no conectado,1 = Male,51,1 = Yes,1 = Yes,85.714287
609,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,50,0 = No,0 = No,85.714287
610,0 Hogar no motivado,0 Hogar no conectado,1 = Male,64,1 = Yes,1 = Yes,85.714287
611,0 Hogar no motivado,0 Hogar no conectado,2 = Female,66,1 = Yes,1 = Yes,
612,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,52,0 = No,0 = No,0
613,0 Hogar no motivado,1 Hogar conectado,1 = Male,57,0 = No,0 = No,85.714287
616,0 Hogar no motivado,1 Hogar conectado,1 = Male,38,1 = Yes,1 = Yes,85.714287
622,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,45,1 = Yes,0 = No,85.714287
623,0 Hogar no motivado,0 Hogar no conectado,1 = Male,42,1 = Yes,1 = Yes,28.57143
625,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,34,1 = Yes,1 = Yes,
626,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,31,1 = Yes,1 = Yes,
627,0 Hogar no motivado,0 Hogar no conectado,1 = Male,46,1 = Yes,1 = Yes,
628,0 Hogar no motivado,0 Hogar no conectado,2 = Female,75,0 = No,0 = No,
629,0 Hogar no motivado,0 Hogar no conectado,1 = Male,46,1 = Yes,1 = Yes,28.57143
630,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,42,1 = Yes,1 = Yes,85.714287
631,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,45,0 = No,0 = No,71.428574
632,0 Hogar no motivado,0 Hogar no conectado,1 = Male,55,1 = Yes,1 = Yes,
634,0 Hogar no motivado,0 Hogar no conectado,2 = Female,42,0 = No,0 = No,85.714287
635,0 Hogar no motivado,0 Hogar no conectado,1 = Male,47,0 = No,0 = No,
637,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,53,1 = Yes,1 = Yes,
638,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,49,1 = Yes,1 = Yes,85.714287
639,0 Hogar no motivado,0 Hogar no conectado,1 = Male,38,1 = Yes,1 = Yes,
640,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,50,1 = Yes,1 = Yes,28.57143
641,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,52,1 = Yes,1 = Yes,57.14286
642,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,54,0 = No,0 = No,
643,0 Hogar no motivado,0 Hogar no conectado,2 = Female,46,0 = No,0 = No,0
644,0 Hogar no motivado,1 Hogar conectado,2 = Female,72,0 = No,0 = No,
645,0 Hogar no motivado,0 Hogar no conectado,1 = Male,51,1 = Yes,1 = Yes,71.428574
646,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,56,0 = No,0 = No,
647,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,55,0 = No,0 = No,71.428574
650,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,43,0 = No,0 = No,71.428574
652,0 Hogar no motivado,0 Hogar no conectado,1 = Male,55,1 = Yes,1 = Yes,
653,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,55,1 = Yes,1 = Yes,85.714287
654,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,71,0 = No,0 = No,
656,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,47,1 = Yes,1 = Yes,
658,0 Hogar no motivado,0 Hogar no conectado,1 = Male,33,1 = Yes,1 = Yes,
659,0 Hogar no motivado,0 Hogar no conectado,1 = Male,51,0 = No,0 = No,85.714287
660,0 Hogar no motivado,0 Hogar no conectado,1 = Male,49,1 = Yes,1 = Yes,85.714287
661,0 Hogar no motivado,0 Hogar no conectado,1 = Male,75,0 = No,0 = No,
662,0 Hogar no motivado,0 Hogar no conectado,2 = Female,80,0 = No,0 = No,
664,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,56,1 = Yes,1 = Yes,71.428574
666,0 Hogar no motivado,0 Hogar no conectado,1 = Male,71,0 = No,0 = No,
667,0 Hogar no motivado,0 Hogar no conectado,1 = Male,43,1 = Yes,1 = Yes,71.428574
668,0 Hogar no motivado,0 Hogar no conectado,1 = Male,65,0 = No,0 = No,
669,0 Hogar no motivado,0 Hogar no conectado,2 = Female,53,1 = Yes,1 = Yes,
670,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,49,1 = Yes,1 = Yes,
673,0 Hogar no motivado,0 Hogar no conectado,1 = Male,42,1 = Yes,1 = Yes,57.14286
674,0 Hogar no motivado,0 Hogar no conectado,1 = Male,46,0 = No,0 = No,
676,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,42,1 = Yes,1 = Yes,
677,0 Hogar no motivado,0 Hogar no conectado,2 = Female,36,0 = No,0 = No,
678,0 Hogar no motivado,0 Hogar no conectado,1 = Male,64,0 = No,0 = No,85.714287
681,0 Hogar no motivado,0 Hogar no conectado,1 = Male,70,1 = Yes,1 = Yes,
682,0 Hogar no motivado,0 Hogar no conectado,1 = Male,81,0 = No,0 = No,
683,0 Hogar no motivado,0 Hogar no conectado,1 = Male,36,1 = Yes,1 = Yes,85.714287
686,0 Hogar no motivado,0 Hogar no conectado,1 = Male,47,1 = Yes,1 = Yes,71.428574
687,0 Hogar no motivado,1 Hogar conectado,1 = Male,37,1 = Yes,1 = Yes,71.428574
690,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,67,0 = No,0 = No,
691,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,51,0 = No,0 = No,
692,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,61,1 = Yes,1 = Yes,
693,0 Hogar no motivado,0 Hogar no conectado,1 = Male,54,1 = Yes,1 = Yes,
694,0 Hogar no motivado,0 Hogar no conectado,2 = Female,63,0 = No,0 = No,
697,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,51,0 = No,0 = No,
699,0 Hogar no motivado,0 Hogar no conectado,1 = Male,48,1 = Yes,1 = Yes,
700,0 Hogar no motivado,0 Hogar no conectado,2 = Female,66,0 = No,0 = No,71.428574
701,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,25,0 = No,0 = No,
702,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,36,1 = Yes,1 = Yes,28.57143
703,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,39,0 = No,0 = No,71.428574
704,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,43,1 = Yes,1 = Yes,85.714287
706,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,32,1 = Yes,1 = Yes,
708,0 Hogar no motivado,0 Hogar no conectado,1 = Male,22,1 = Yes,1 = Yes,
709,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,49,0 = No,0 = No,
710,0 Hogar no motivado,0 Hogar no conectado,2 = Female,27,1 = Yes,1 = Yes,
711,0 Hogar no motivado,0 Hogar no conectado,2 = Female,55,0 = No,0 = No,
712,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,43,1 = Yes,1 = Yes,
713,0 Hogar no motivado,0 Hogar no conectado,1 = Male,116,0 = No,0 = No,
714,0 Hogar no motivado,1 Hogar conectado,2 = Female,43,0 = No,0 = No,
718,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,43,0 = No,0 = No,57.14286
719,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,108,0 = No,0 = No,
720,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,57,1 = Yes,1 = Yes,42.857143
723,0 Hogar no motivado,0 Hogar no conectado,1 = Male,55,1 = Yes,0 = No,
724,0 Hogar no motivado,0 Hogar no conectado,1 = Male,85,0 = No,0 = No,
725,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,73,0 = No,0 = No,
726,0 Hogar no motivado,0 Hogar no conectado,1 = Male,75,1 = Yes,1 = Yes,
727,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,39,1 = Yes,1 = Yes,57.14286
728,0 Hogar no motivado,0 Hogar no conectado,1 = Male,38,1 = Yes,1 = Yes,57.14286
729,1 Hogar en grupo motivacion,0 Hogar no conectado,2 = Female,58,0 = No,0 = No,
731,0 Hogar no motivado,0 Hogar no conectado,1 = Male,62,0 = No,0 = No,
732,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,51,1 = Yes,1 = Yes,42.857143
733,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,45,1 = Yes,1 = Yes,
734,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,44,1 = Yes,1 = Yes,57.14286
735,0 Hogar no motivado,0 Hogar no conectado,2 = Female,59,0 = No,0 = No,
736,0 Hogar no motivado,0 Hogar no conectado,2 = Female,49,0 = No,0 = No,
738,0 Hogar no motivado,0 Hogar no conectado,1 = Male,54,1 = Yes,1 = Yes,85.714287
739,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,43,1 = Yes,1 = Yes,85.714287
740,0 Hogar no motivado,0 Hogar no conectado,1 = Male,41,1 = Yes,1 = Yes,85.714287
741,0 Hogar no motivado,1 Hogar conectado,1 = Male,64,0 = No,0 = No,85.714287
744,0 Hogar no motivado,1 Hogar conectado,1 = Male,42,1 = Yes,1 = Yes,
746,0 Hogar no motivado,0 Hogar no conectado,2 = Female,79,0 = No,0 = No,
747,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,46,0 = No,0 = No,
749,0 Hogar no motivado,0 Hogar no conectado,1 = Male,83,0 = No,0 = No,
750,0 Hogar no motivado,0 Hogar no conectado,2 = Female,60,,,71.428574
751,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,85,1 = Yes,1 = Yes,
752,0 Hogar no motivado,0 Hogar no conectado,1 = Male,55,1 = Yes,1 = Yes,
753,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,43,0 = No,0 = No,85.714287
754,0 Hogar no motivado,0 Hogar no conectado,1 = Male,41,1 = Yes,1 = Yes,
755,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,52,1 = Yes,1 = Yes,14.285715
757,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,51,1 = Yes,1 = Yes,
758,1 Hogar en grupo motivacion,1 Hogar conectado,2 = Female,59,1 = Yes,1 = Yes,85.714287
759,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,71,1 = Yes,1 = Yes,
762,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,53,1 = Yes,1 = Yes,
763,0 Hogar no motivado,0 Hogar no conectado,1 = Male,57,0 = No,0 = No,
764,1 Hogar en grupo motivacion,0 Hogar no conectado,1 = Male,43,1 = Yes,1 = Yes,85.714287
765,1 Hogar en grupo motivacion,1 Hogar conectado,1 = Male,46,1 = Yes,1 = Yes,85.714287
767,0 Hogar no motivado,0 Hogar no conectado,2 = Female,86,0 = No,0 = No,
770,0 Hogar no motivado,1 Hogar conectado,1 = Male,45,0 = No,0 = No,
